Plant.Id	Plant.Name	State.ID	Latitude	Longitude	Fuel 	Prime.Mover	Cooling.System	CHP 	Generation.(MWh) 	Consolidated.Description	Area.ID
6193	Harrington	TX	35.29816	-101.747187	CL	ST	RTID	N	5730314.958	1	43
56611	Sandy Creek Energy Station	TX	31.474378	-96.957149	CL	ST	RTID	N	6479705	1	43
6194	Tolk	TX	34.186494	-102.56999	CL	ST	RTID	N	6687711.975	1	43
6139	Welsh	TX	33.05522	-94.839993	CL	ST	RTID	N	7982239.954	1	43
298	Limestone	TX	31.4219	-96.2525	CL	ST	RTID	N	11977246.06	1	43
3644	Carbon	UT	39.7272	-110.8644	CL	ST	RTID	N	1283644.992	1	44
7790	Bonanza	UT	40.0864	-109.2844	CL	ST	RTID	N	3479954.954	1	44
8069	Huntington	UT	39.3792	-111.0781	CL	ST	RTID	N	6300997.967	1	44
6165	Hunter	UT	39.1747	-111.0289	CL	ST	RTID	N	9098917.954	1	44
6481	Intermountain Power Project	UT	39.509731	-112.58018	CL	ST	RTID	N	12369825.97	1	44
56808	Virginia City Hybrid Energy Center	VA	36.916389	-82.338055	CL	ST	DC	N	3535119.003	1	45
3776	Glen Lyn	VA	37.3706	-80.8633	CL	ST	ON	N	92081	1	45
3803	Chesapeake	VA	36.7711	-76.3019	CL	ST	ON	N	1405016.021	1	45
10377	James River Genco LLC	VA	37.2939	-77.2697	CL	ST	RTID	Y	98623	1	45
10071	Portsmouth Genco LLC	VA	36.8702	-76.3529	CL	ST	RTID	N	107917	1	45
54081	Spruance Genco LLC	VA	37.4556	-77.4308	CL	ST	RTID	Y	247766	1	45
52007	Mecklenburg Power Station	VA	36.6	-78.53	CL	ST	RTID	N	454699.996	1	45
3775	Clinch River	VA	36.9333	-82.1997	CL	ST	RTID	N	729194	1	45
54304	Birchwood Power	VA	38.2667	-77.3147	CL	ST	RTID	N	848350.998	1	45
7213	Clover	VA	36.869	-78.704	CL	ST	RTID	N	5678306.037	1	45
50275	Park 500 Philip Morris USA	VA	37.3389	-77.2806	CL	ST		Y	8535.147	1	45
52072	Radford Army Ammunition Plant	VA	37.180441	-80.542767	CL	ST		Y	23490	1	45
3845	Transalta Centralia Generation	WA	46.755938	-122.859764	CL	ST	RTID	N	6683651.004	1	47
4078	Weston	WI	44.8606	-89.6553	CL	ST	MULTI	N	5012425.019	1	48
4140	Alma	WI	44.308333	-91.911111	CL	ST	ON	N	69294	1	48
4072	Pulliam	WI	44.54	-88.0086	CL	ST	ON	N	967350.996	1	48
4054	Nelson Dewey Generating Station	WI	42.7225	-91.0085	CL	ST	ON	N	1105999.032	1	48
4271	John P Madgett	WI	44.303583	-91.912647	CL	ST	ON	N	1383643.016	1	48
4143	Genoa	WI	43.5589	-91.2325	CL	ST	ON	N	1605456.02	1	48
4050	Edgewater	WI	43.715142	-87.705863	CL	ST	ON	N	3832680.015	1	48
4041	South Oak Creek	WI	42.8457	-87.8294	CL	ST	ON	N	4327162.041	1	48
56068	Elm Road Generating Station	WI	42.8492	-87.8336	CL	ST	ON	N	6820940.021	1	48
8023	Columbia (WI)	WI	43.4864	-89.4203	CL	ST	RC	N	4939935.042	1	48
6170	Pleasant Prairie	WI	42.5381	-87.9033	CL	ST	RTID	N	6231479.989	1	48
3954	Mt Storm	WV	39.2008	-79.2636	CL	ST	OC	N	9850216.974	1	49
3947	Kammer	WV	39.8461	-80.8186	CL	ST	ON	N	1023815.999	1	49
3938	Philip Sporn	WV	38.9669	-81.9231	CL	ST	ON	N	1425558.021	1	49
3936	Kanawha River	WV	38.2056	-81.4211	CL	ST	ON	N	1548882.96	1	49
56671	Longview Power LLC	WV	39.707893	-79.958974	CL	ST	RTID	N	3755227.994	1	49
3943	FirstEnergy Fort Martin Power Station	WV	39.710833	-79.9275	CL	ST	RTND	N	6168168.971	1	49
6264	Mountaineer	WV	38.9794	-81.9344	CL	ST	RTND	N	8241231.026	1	49
3948	Mitchell (WV)	WV	39.8297	-80.8153	CL	ST	RTND	N	8506339.98	1	49
6004	FirstEnergy Pleasants Power Station	WV	39.366667	-81.294444	CL	ST	RTND	N	8578385.979	1	49
3944	FirstEnergy Harrison Power Station	WV	39.384167	-80.3325	CL	ST	RTND	N	12845557.05	1	49
3935	John E Amos	WV	38.4731	-81.8233	CL	ST	RTND	N	13544834.29	1	49
57917	Bayer CropScience Institute Plant	WV	38.380833	-81.7725	CL	ST		N	18260.105	1	49
56596	Wygen III	WY	44.2919	-105.3806	CL	ST	DC	N	838977	1	50
6101	Wyodak	WY	44.290128	-105.381482	CL	ST	DC	N	2622574.952	1	50
56609	Dry Fork Station	WY	44.388889	-105.460833	CL	ST	DC	N	3277439.01	1	50
4158	Dave Johnston	WY	42.8378	-105.7769	CL	ST	MULTI	N	5183443.971	1	50
4162	Naughton	WY	41.7581	-110.5983	CL	ST	RTID	N	4958588.961	1	50
6204	Laramie River Station	WY	42.108889	-104.8825	CL	ST	RTID	N	10102048.96	1	50
8066	Jim Bridger	WY	41.7378	-108.7875	CL	ST	RTID	N	14015874.98	1	50
4150	Neil Simpson	WY	44.2872	-105.3878	CL	ST		N	25430	1	50
7504	Neil Simpson II	WY	44.2856	-105.3833	CL	ST		N	567896.001	1	50
56319	Wygen 2	WY	44.2919	-105.3811	CL	ST		N	697290.002	1	50
55479	Wygen 1	WY	44.2858	-105.3833	CL	ST		N	705405.997	1	50
50711	University of Alaska Fairbanks	AK	64.854171	-147.822075	CL/DFO	ST		Y	47355.275	2	1
2378	B L England	NJ	39.2908	-74.6364	CL/DFO	ST	MULTI	N	239624	2	31
7	Gadsden	AL	34.0128	-85.9708	CL/NG	ST	ON	Y	216750.001	3	2
126	H Wilson Sundt Generating Station	AZ	32.16	-110.9047	CL/NG	ST	RTID	N	834567	3	4
10003	Colorado Energy Nations Company	CO	39.7606	-105.215	CL/NG	ST		Y	177468.245	3	6
7242	Polk	FL	27.7286	-81.9897	CL/NG	CC	RC	N	1592638.997	3	9
663	Deerhaven Generating Station	FL	29.7592	-82.3878	CL/NG	ST	RTID	N	879546	3	9
733	Kraft	GA	32.1486	-81.1458	CL/NG	ST	ON	N	591877.001	3	10
753	Crisp Plant	GA	31.844708	-83.940734	CL/NG	ST		N	525	3	10
50146	Imperial Savannah LP	GA	32.143989	-81.14655	CL/NG	ST		Y	47996	3	10
1217	Earl F Wisdom	IA	43.1606	-95.2569	CL/NG	ST		N	13175	3	12
1131	Streeter Station	IA	42.5267	-92.4394	CL/NG	ST		N	13714	3	12
54201	Iowa State University	IA	42.0275	-93.6394	CL/NG	ST		Y	114848	3	12
10504	Amalgamated Sugar Twin Falls	ID	42.5328	-114.4328	CL/NG	ST		Y	46019.498	3	13
10039	John Deere Harvester Works	IL	41.524315	-90.43659	CL/NG	ST		Y	2710.18	3	14
55245	Tuscola Station	IL	39.798175	-88.349771	CL/NG	ST		Y	40594	3	14
54780	University of Illinois Abbott Power Plt	IL	40.105169	-88.241528	CL/NG	ST		Y	80563.724	3	14
54556	Ingredion Incorporated	IL	41.7775	-87.8233	CL/NG	ST		Y	297122.998	3	14
1004	Edwardsport	IN	38.8067	-87.2472	CL/NG	CC	RTID	N	2178808	3	15
992	CC Perry K	IN	39.7631	-86.1667	CL/NG	ST		Y	8230.73	3	15
50903	Sagamore Plant Cogeneration	IN	40.4439	-86.86	CL/NG	ST		Y	25816.55	3	15
50366	University of Notre Dame	IN	41.7094	-86.2367	CL/NG	ST		Y	69497.872	3	15
50240	Purdue University	IN	40.4172	-86.9122	CL/NG	ST		Y	103307.009	3	15
1619	Brayton Point	MA	41.7103	-71.1931	CL/NG	ST	RTND	N	2717648.991	3	19
1571	Chalk Point LLC	MD	38.5444	-76.6861	CL/NG	ST	MULTI	N	2913467.957	3	20
1740	River Rouge	MI	42.2739	-83.1119	CL/NG	ST	ON	N	2295825	3	22
57949	MSC Sebewaing	MI	43.741111	-83.447222	CL/NG	ST		N	1102	3	22
57950	MSC Croswell	MI	43.266389	-82.619167	CL/NG	ST		N	2327	3	22
54965	Cargill Salt	MI	42.8183	-82.4856	CL/NG	ST		Y	10737.9	3	22
10148	White Pine Electric Power	MI	46.7644	-89.5669	CL/NG	ST		N	22609	3	22
58222	E.B. Eddy Paper Inc	MI	42.988611	-82.436667	CL/NG	ST		Y	30522.02	3	22
54867	Neenah Paper Munising Mill	MI	46.4094	-86.6443	CL/NG	ST		Y	31756	3	22
10328	T B Simon Power Plant	MI	42.7178	-84.4836	CL/NG	ST		Y	273331.129	3	22
2022	Willmar	MN	45.121705	-95.053236	CL/NG	ST		Y	29070	3	23
2098	Lake Road (MO)	MO	39.7246	-94.8773	CL/NG	ST	MULTI	N	248527.001	3	24
58205	Grand Ave Plant	MO	39.111944	-94.581111	CL/NG	ST		Y	35040	3	24
2123	Columbia (MO)	MO	38.964646	-92.316768	CL/NG	ST		N	52700	3	24
2049	Jack Watson	MS	30.4392	-89.0286	CL/NG	ST	MULTI	N	4211066.978	3	25
2408	PSEG Mercer Generating Station	NJ	40.1792	-74.7339	CL/NG	ST	ON	N	419957.001	3	31
2403	PSEG Hudson Generating Station	NJ	40.7478	-74.0722	CL/NG	ST	ON	N	1060444	3	31
10025	"RED-Rochester, LLC"	NY	43.1989	-77.6319	CL/NG	ST		Y	351767.005	3	34
58194	West Campus Steam Plant	PA	40.792778	-77.864722	CL/NG	ST		Y	11996.96	3	38
10795	Camden South Carolina	SC	34.2338	-80.6558	CL/NG	ST		Y	11850.103	3	40
50481	Tennessee Eastman Operations	TN	36.5219	-82.5431	CL/NG	ST	ON	Y	1142762.025	3	42
10729	Cargill Corn Wet Milling Plant	TN	35.082107	-90.134776	CL/NG	ST		Y	35061	3	42
56785	Virginia Tech Power Plant	VA	37.2319	-80.4211	CL/NG	ST		Y	27924.36	3	45
52089	Celanese Acetate LLC	VA	37.3439	-80.765	CL/NG	ST		Y	152786.616	3	45
4042	Valley (WI)	WI	43.0303	-87.9233	CL/NG	ST	ON	Y	548164	3	48
54407	Waupun Correctional Central Heating Plt	WI	43.6233	-88.7297	CL/NG	ST		Y	1900	3	48
7549	Milwaukee County	WI	43.046	-88.0281	CL/NG	ST		N	25361	3	48
50933	Rhinelander Mill	WI	45.6394	-89.4205	CL/NG	ST		Y	53429.171	3	48
57967	Western Sugar Coop - Torrington	WY	42.0469	-104.1863	CL/NG	ST		Y	5595	3	50
54318	General Chemical	WY	41.5933	-109.7542	CL/NG	ST		Y	228347.819	3	50
57915	FMC Westvaco	WY	41.621667	-109.811944	CL/NG	ST		Y	297733.997	3	50
8083	Keahole	HI	19.7317	-156.0283	DFO	CC		N	295738	4	11
6504	Maalaea	HI	20.80117	-156.492981	DFO	CC		N	546402	4	11
10307	Bellingham Cogeneration Facility	MA	42.0925	-71.4833	DFO/NG	CC	DC	N	415745.997	5	19
6081	Stony Brook	MA	42.1978	-72.5106	DFO/NG	CC	RTID	N	194359	5	19
55661	EP Newington Energy LLC	NH	43.1047	-70.8061	DFO/NG	CC	RTID	N	939577.002	5	30
50966	Bellmeade Power Station	VA	37.4964	-77.4317	DFO/NG	CC	RTID	N	251792.003	5	45
54646	Kalaeloa Cogen Plant	HI	21.302106	-158.096318	DFO/RFO	CC		Y	1309575.999	6	11
6474	Port Allen (HI)	HI	21.899583	-159.585042	DFO/WO	CC		N	13598	7	11
55369	Hamakua Energy Plant	HI	20.0939	-155.4711	DFO/WO	CC		N	182295.004	7	11
50964	Amedee Geothermal Venture I	CA	40.300833	-120.105	GEO	ST		N	1525	8	5
50762	Ormesa IH	CA	32.7842	-115.2475	GEO	ST		N	33960	8	5
10763	Geo East Mesa III	CA	32.7757	-115.2637	GEO	ST		N	46944	8	5
55984	CE Turbo LLC	CA	33.1669	-115.5114	GEO	ST		N	52329	8	5
902	Bottle Rock Power	CA	38.8348	-122.7677	GEO	ST		N	69072	8	5
10878	Salton Sea Power Gen Co Unit 1	CA	33.158	-115.6475	GEO	ST		N	70725	8	5
54038	Geo East Mesa II	CA	32.7757	-115.2637	GEO	ST		N	71914	8	5
50766	Ormesa I	CA	32.8156	-115.2568	GEO	ST		Y	79904	8	5
54724	Ormesa II	CA	32.7881	-115.2481	GEO	ST		Y	83900	8	5
10469	Bear Canyon Power Plant	CA	38.762968	-122.692915	GEO	ST		N	89366	8	5
10879	Salton Sea Power Gen Co - Unit 2	CA	33.158	-115.6475	GEO	ST		N	110714	8	5
52158	Aidlin Geothermal Power Plant	CA	38.8339	-122.881	GEO	ST		N	139692	8	5
10199	West Ford Flat Power Plant	CA	38.7881	-122.7219	GEO	ST		N	207225	8	5
54689	Heber Geothermal	CA	32.7146	-115.518	GEO	ST		N	248386	8	5
50210	Vulcan-BN Geothermal Power Company	CA	33.1633	-115.6167	GEO	ST		N	271038	8	5
54996	Salton Sea Power Gen Co - Unit 4	CA	33.157	-115.6386	GEO	ST		N	295485	8	5
55983	Salton Sea Power LLC - Unit 5	CA	33.1533	-115.6384	GEO	ST		N	303206	8	5
10632	Del Ranch Company	CA	33.1646	-115.616	GEO	ST		N	317092	8	5
510	Sonoma California Geothermal	CA	38.7903	-122.7559	GEO	ST		N	318272	8	5
10759	Salton Sea Power Gen Co - Unit 3	CA	33.158153	-115.638656	GEO	ST		N	324243	8	5
10875	Coso Energy Developers	CA	36.0019	-117.7886	GEO	ST		N	340994	8	5
10634	Elmore Company	CA	33.1777	-115.6033	GEO	ST		N	344670	8	5
10631	CE Leathers	CA	33.1779	-115.565	GEO	ST		N	359218	8	5
7369	Geothermal 2	CA	38.7492	-122.7117	GEO	ST		N	371135	8	5
57475	John L. Featherstone Plant	CA	33.204635	-115.573303	GEO	ST		N	429194	8	5
10874	Coso Power Developers	CA	36.0192	-117.7917	GEO	ST		N	449159	8	5
7368	Geothermal 1	CA	38.752	-122.7195	GEO	ST		N	469471	8	5
10873	Coso Finance Partners	CA	36.0372	-117.7981	GEO	ST		N	473318	8	5
50066	Calistoga Power Plant	CA	38.7879	-122.7434	GEO	ST		N	490053	8	5
286	Geysers Unit 5-20	CA	38.777	-122.745	GEO	ST		N	4591707	8	5
52028	Puna Geothermal Venture I	HI	19.478976	-154.888362	GEO	ST		N	195339	8	11
55988	Wabuska	NV	39.164129	-119.180068	GEO	ST		N	10614	8	33
50654	Steamboat Hills LP	NV	39.37	-119.766944	GEO	ST		N	36183	8	33
55991	Brady	NV	39.796032	-119.010013	GEO	ST		N	52129	8	33
52174	Soda Lake Geothermal No I II	NV	39.557	-118.8383	GEO	ST		N	68302	8	33
57456	San Emidio	NV	40.380556	-119.399722	GEO	ST		N	76894	8	33
10287	Beowawe Power	NV	40.5547	-116.6175	GEO	ST		N	96109	8	33
52015	Terra-Gen Dixie Valley	NV	39.9663	-117.8557	GEO	ST		N	487764	8	33
299	Blundell	UT	38.4889	-112.8533	GEO	ST		N	274996	8	44
6285	North Pole	AK	64.7356	-147.3481	JF/DFO	CC		N	273333.005	9	1
58007	Brea Expansion Plant	CA	33.932022	-117.840233	LFG	CC		N	225238.85	10	5
50572	CSL Gas Recovery	FL	26.287966	-80.166526	LFG	CC		N	37482	10	9
55592	Mallard Lake Electric	IL	41.952742	-88.143737	LFG	CC		N	57889	10	14
55596	GRS Arbor Hills	MI	42.395335	-83.557999	LFG	CC		N	124496	10	22
55598	GRS Pine Bend	MN	44.786977	-93.055586	LFG	CC		N	35023	10	23
56119	Middlesex Generating Facility	NJ	40.4903	-74.3156	LFG	CC		Y	81206	10	31
59254	Johnston LFG Turbine Plant	RI	41.803333	-71.523333	LFG	CC		N	206694.39	10	39
7832	Roosevelt Biogas 1	WA	45.801549	-120.167176	LFG	CC		N	151659	10	47
55966	Nikiski Co-Generation	AK	60.676539	-151.377713	NG	CC		N	371284	11	1
6559	George M Sullivan Generation Plant 2	AK	61.229713	-149.716744	NG	CC		N	445581.997	11	1
57036	Southcentral Power Project	AK	61.167417	-149.905304	NG	CC		N	909356	11	1
96	Beluga	AK	61.1861	-151.0356	NG	CC		N	1020951	11	1
3	Barry	AL	31.0069	-88.0103	NG	CC	ON	N	12981028.97	11	2
55292	Decatur Energy Center	AL	34.6292	-87.0214	NG	CC	RTID	N	991669	11	2
55271	Tenaska Lindsay Hill Generating Station	AL	32.6514	-86.7386	NG	CC	RTID	N	3035953	11	2
533	McWilliams	AL	31.400255	-86.476449	NG	CC	RTID	N	3193339.013	11	2
55293	Morgan Energy Center	AL	34.6397	-87.0639	NG	CC	RTID	Y	3837308	11	2
55440	Tenaska Central Alabama Generating Stn	AL	32.6497	-86.74	NG	CC	RTID	N	4476599	11	2
7897	E B Harris Electric Generating Plant	AL	32.381352	-86.574366	NG	CC	RTID	N	4790497	11	2
55411	Hillabee Energy Center	AL	33.000669	-85.903278	NG	CC	RTID	N	5027955	11	2
7710	H Allen Franklin Combined Cycle	AL	32.6078	-85.0975	NG	CC	RTID	N	10167617	11	2
54550	ExxonMobil Mobile Bay Onshore	AL	30.43203	-88.18241	NG	CC		Y	71749	11	2
55241	Hog Bayou Energy Center	AL	30.7478	-88.0575	NG	CC		N	468635	11	2
7698	General Electric Plastic	AL	32.310226	-86.52542	NG	CC		Y	537102	11	2
54096	International Paper Riverdale Mill	AL	32.426016	-86.870912	NG	CC		Y	550417	11	2
7697	Washington County Cogeneration Facility	AL	31.2504	-88.0156	NG	CC		Y	828885	11	2
7721	Theodore Cogen Facility	AL	30.525445	-88.128477	NG	CC		Y	1525962	11	2
202	Carl Bailey	AR	35.260102	-91.363426	NG	ST	ON	N	3132	11	3
170	Lake Catherine	AR	34.4341	-92.9049	NG	ST	ON	N	90653	11	3
203	McClellan (AR)	AR	33.5648	-92.7917	NG	ST	ON	N	117552.003	11	3
55714	Magnet Cove	AR	34.4297	-92.8317	NG	CC	RTID	N	131859	11	3
55340	Dell Power Station	AR	35.8619	-90.0253	NG	CC	RTID	N	156765.996	11	3
55221	Harry L. Oswald	AR	34.5923	-92.2166	NG	CC	RTID	N	159242	11	3
55418	Hot Spring Generating Facility	AR	34.29759	-92.868344	NG	CC	RTID	N	1266981	11	3
55380	Union Power Partners LP	AR	33.296146	-92.589364	NG	CC	RTID	N	6248560	11	3
201	Thomas Fitzhugh	AR	35.462382	-93.804926	NG	CC		N	26085	11	3
55075	Pine Bluff Energy Center	AR	34.2181	-91.9025	NG	CC		Y	1058494	11	3
59784	Gila River Power Block 3	AZ	32.975	-112.6944	NG	CC	RTID	N	1081	11	4
141	Agua Fria	AZ	33.5561	-112.2153	NG	ST	RTID	N	12139	11	4
116	Ocotillo	AZ	33.4225	-111.9122	NG	ST	RTID	N	74245	11	4
147	Kyrene	AZ	33.3556	-111.9353	NG	CC	RTID	N	702452	11	4
55177	South Point Energy Center	AZ	34.8678	-114.5317	NG	CC	RTID	N	1106812	11	4
55282	Arlington Valley Energy Facility	AZ	33.3417	-112.8897	NG	CC	RTID	N	1128760	11	4
55372	Harquahala Generating Project	AZ	33.47596	-113.113434	NG	CC	RTID	N	1311008	11	4
55129	Desert Basin	AZ	32.9042	-111.7889	NG	CC	RTID	N	1464694	11	4
59338	Sundevil Power Holdings - Gila River	AZ	32.975	-112.694444	NG	CC	RTID	N	1602451	11	4
117	West Phoenix	AZ	33.4417	-112.1583	NG	CC	RTID	N	1603916	11	4
58557	Mesquite Generating Station Block 1	AZ	33.345	-112.864167	NG	CC	RTID	N	1797783	11	4
55124	Griffith Energy LLC	AZ	35.054029	-114.133272	NG	CC	RTID	N	2411226	11	4
55306	Gila River Power Station	AZ	32.975	-112.6944	NG	CC	RTID	N	2566958	11	4
8068	Santan	AZ	33.3325	-111.7503	NG	CC	RTID	N	2794179	11	4
55481	Mesquite Generating Station Block 2	AZ	33.345047	-112.864227	NG	CC	RTID	N	3393145	11	4
55455	Red Hawk	AZ	33.334562	-112.840641	NG	CC	RTID	N	3684787	11	4
59233	Cogeneration 2	AZ	32.240833	-110.948333	NG	CS		Y	34038.27	11	4
56229	Cogeneration 1	AZ	32.229922	-110.952797	NG	CS		Y	47690.05	11	4
58199	Arizona State University CHP	AZ	33.417222	-111.928333	NG	CS		Y	50419	11	4
54694	Yuma Cogeneration Associates	AZ	32.728822	-114.654053	NG	CC		Y	61811	11	4
120	Yucca	AZ	32.7214	-114.7106	NG	ST		N	189393	11	4
55933	Tracy Combined Cycle Power Plant	CA	37.7107	-121.4906	NG	CC	DC	N	642715	11	5
55112	Sutter Energy Center	CA	39.053139	-121.695873	NG	CC	DC	N	1183721	11	5
57901	El Segundo Energy Center LLC	CA	33.910556	-118.425	NG	CC	DC	N	1688677	11	5
55084	Crockett Cogen Project	CA	38.0569	-122.2161	NG	CS	DC	Y	1802253	11	5
56532	Colusa Generating Station	CA	39.3661	-122.27	NG	CC	DC	N	2480830	11	5
56476	Gateway Generating Station	CA	38.0175	-121.7587	NG	CC	DC	N	3242261	11	5
55345	Otay Mesa Generating Project	CA	32.581481	-116.914969	NG	CC	DC	N	3650654	11	5
271	Pittsburg Power	CA	38.039168	-121.894469	NG	ST	MULTI	N	75895	11	5
345	Mandalay	CA	34.2067	-119.2511	NG	ST	ON	N	145751	11	5
330	El Segundo Power	CA	33.909804	-118.424172	NG	ST	ON	N	180713	11	5
350	Ormond Beach	CA	34.1292	-119.1689	NG	ST	ON	N	228795	11	5
356	AES Redondo Beach LLC	CA	33.8504	-118.395	NG	ST	ON	N	249851	11	5
302	Encina	CA	33.1361	-117.3364	NG	ST	ON	N	538642	11	5
335	AES Huntington Beach LLC	CA	33.6439	-117.9792	NG	ST	ON	N	912234	11	5
315	AES Alamitos LLC	CA	33.7688	-118.1009	NG	ST	ON	N	1369722	11	5
400	Haynes	CA	33.764741	-118.09913	NG	CC	ON	Y	2628045	11	5
260	Dynegy Moss Landing Power Plant	CA	36.804837	-121.782241	NG	CC	ON	N	4152565	11	5
377	Grayson	CA	34.1556	-118.2782	NG	CC	RTID	N	145360	11	5
331	Etiwanda Generating Station	CA	34.09118	-117.52663	NG	ST	RTID	N	212625	11	5
329	Coolwater	CA	34.8606	-116.8539	NG	CC	RTID	N	248282	11	5
55748	Los Esteros Critical Energy Center	CA	37.425	-121.9319	NG	CC	RTID	N	254382	11	5
389	El Centro	CA	32.802222	-115.54	NG	CC	RTID	N	1165974	11	5
57978	Lodi Energy Center	CA	38.088056	-121.3875	NG	CC	RTID	N	1316266	11	5
56078	Walnut Energy Center	CA	37.4878	-120.8956	NG	CC	RTID	N	1468675	11	5
408	Valley (CA)	CA	34.244991	-118.391327	NG	CC	RTID	Y	1560975	11	5
55295	Blythe Energy Inc	CA	33.6157	-114.6865	NG	CC	RTID	N	1687604	11	5
56046	Magnolia Power Project	CA	34.1786	-118.3153	NG	CC	RTID	N	1702201	11	5
56467	Russell City Energy Center	CA	37.63466	-122.13381	NG	CC	RTID	N	2247152	11	5
55853	Inland Empire Energy Center	CA	33.738839	-117.170369	NG	CS	RTID	N	2332292	11	5
55393	Metcalf Energy Center	CA	37.2207	-121.7457	NG	CC	RTID	N	2461413	11	5
55985	Palomar Energy	CA	33.1197	-117.117778	NG	CC	RTID	N	2598647	11	5
55182	Sunrise Power LLC	CA	35.2097	-119.585	NG	CC	RTID	N	2860595	11	5
55217	Los Medanos Energy Center	CA	38.030071	-121.873004	NG	CC	RTID	Y	3540552	11	5
55400	Elk Hills Power LLC	CA	35.280318	-119.470707	NG	CC	RTID	Y	3924149	11	5
55518	High Desert Power Plant	CA	34.5953	-117.3647	NG	CC	RTID	N	3964940	11	5
55970	Cosumnes	CA	38.338475	-121.123978	NG	CC	RTID	N	3980086	11	5
55656	"Pastoria Energy Facility, LLC"	CA	34.9556	-118.844	NG	CC	RTID	N	5097286	11	5
55333	Delta Energy Center	CA	38.0169	-121.8439	NG	CC	RTID	N	5187071	11	5
358	Mountainview Generating Station	CA	34.0818	-117.2418	NG	CC	RTID	N	6172663.1	11	5
55151	La Paloma Generating LLC	CA	35.2956	-119.5919	NG	CS	RTID	N	6558024	11	5
58593	DGS Central Utility Plant	CA	38.573889	-121.501389	NG	ST		Y	53	11	5
52099	Plant No 2 Orange County	CA	33.6433	-117.9556	NG	ST		Y	1379	11	5
50541	Harbor Cogen	CA	33.7771	-118.2303	NG	CC		N	13074	11	5
50748	Agnews Power Plant	CA	37.4058	-121.9272	NG	CC		N	15661	11	5
10350	Greenleaf 1 Power Plant	CA	39.052922	-121.696072	NG	CC		Y	15854	11	5
56356	Clearwater Power Plant	CA	33.8912	-117.6085	NG	CC		Y	17583	11	5
57916	Spreckels Sugar Company	CA	32.911111	-115.568056	NG	ST		Y	18408.66	11	5
10156	Fresno Cogen Partners	CA	36.617022	-120.099846	NG	CC		Y	28616	11	5
50876	Wheelabrator Norwalk Energy	CA	33.924898	-118.067853	NG	CC		Y	31761	11	5
10169	Carson Cogeneration	CA	33.8759	-118.2491	NG	CC		Y	35961	11	5
10034	Gilroy Power Plant	CA	37.0001	-121.5367	NG	CC		Y	61371	11	5
420	Broadway (CA)	CA	34.1254	-118.148	NG	ST		N	64791	11	5
10405	Kingsburg Cogen	CA	36.5397	-119.5794	NG	CC		Y	70505	11	5
50061	San Diego State University	CA	32.778225	-117.070114	NG	CC		Y	71452	11	5
58198	Parnassus Central Utility Plant	CA	37.760833	-122.456111	NG	CC		Y	72693	11	5
58083	Fullerton Mill CHP	CA	33.861667	-117.893056	NG	CC		Y	75765	11	5
10262	California Institute of Technology	CA	34.138467	-118.1256	NG	CC		Y	81059.02	11	5
399	Harbor	CA	33.7856	-118.2644	NG	CC		Y	88957	11	5
57122	UCI Facilities Management Central Plant	CA	33.6481	-117.8467	NG	CC		Y	111103	11	5
10623	Civic Center	CA	34.0564	-118.2436	NG	CC		Y	122096	11	5
57564	Algonquin Power Sanger LLC	CA	36.6842	-119.5522	NG	CC		Y	135389	11	5
50849	PE Berkeley	CA	37.870331	-122.26337	NG	CC		Y	164784.998	11	5
54749	Goal Line LP	CA	33.1185	-117.0995	NG	CC		Y	165136	11	5
50851	OLS Energy Camarillo	CA	34.161951	-119.047916	NG	CC		Y	173706	11	5
10810	NTC/MCRD Energy Facility	CA	32.7353	-117.2083	NG	CC		Y	181729	11	5
10478	Pitchess Cogen Station	CA	34.463896	-118.593991	NG	CC		Y	189014	11	5
57584	University of California San Diego	CA	32.8747	-117.2392	NG	CC		Y	203055	11	5
54410	Western Power & Steam Inc	CA	35.440539	-119.012861	NG	CC		Y	205849	11	5
52073	UCLA So Campus Cogen Project	CA	34.0692	-118.4439	NG	CC		Y	210941.999	11	5
54561	Jefferson Smurfit Santa Clara Mill	CA	37.368153	-121.943607	NG	CC		Y	211640	11	5
50850	OLS Energy Chino	CA	33.989626	-117.680911	NG	CC		Y	229402	11	5
7307	Redding Power	CA	40.507292	-122.423281	NG	CC		N	255735	11	5
10812	North Island Energy Facility	CA	32.70516	-117.189665	NG	CC		Y	304838	11	5
10811	Naval Station Energy Facility	CA	32.679269	-117.122447	NG	CC		Y	324928.65	11	5
7527	Carson Ice-Gen Project	CA	38.445681	-121.462387	NG	CC		Y	376060.002	11	5
10168	Cardinal Cogen	CA	37.429848	-122.176284	NG	CC		Y	394299	11	5
50270	ExxonMobil Santa Ynez Facility	CA	34.464819	-120.044365	NG	CC		Y	395042	11	5
7266	Woodland	CA	37.652602	-121.020397	NG	CC		N	448888	11	5
10294	King City Power Plant	CA	36.225	-121.1278	NG	CC		Y	511787	11	5
56298	Roseville Energy Park	CA	38.7928	-121.3811	NG	CC		N	538616	11	5
54912	Martinez Refining	CA	38.0169	-122.1117	NG	CC		Y	705908	11	5
7551	SCA Cogen 2	CA	38.530943	-121.400128	NG	CC		Y	729178	11	5
7552	SPA Cogen 3	CA	38.511	-121.4735	NG	CC		Y	760404	11	5
10342	Foster Wheeler Martinez	CA	38.0244	-122.0589	NG	CC		Y	774724	11	5
